kind,source,target,topic_type
subscribe,/uav_vision/align_mode,/landing_detector,std_msgs/String
subscribe,/uav_vision/align_mode,/navigation/planner_bridge,std_msgs/String
subscribe,/uav_vision/align_mode,/navigation_vcl06_assertion,std_msgs/String
subscribe,/uav_vision/align_mode,/release_permission_arbiter,std_msgs/String
subscribe,/uav_vision/align_mode,/target_memory,std_msgs/String
subscribe,/uav_vision/align_mode,/visual_delivery_audit,std_msgs/String
subscribe,/uav_vision/alignment_target_context,/drop_aligner,uav_vision/AlignmentTargetContext
subscribe,/uav_vision/detections,/detection_fusion,uav_vision/TargetDetectionArray
subscribe,/uav_vision/detections_mapped,/navigation_vcl06_assertion,uav_vision/TargetDetectionArray
subscribe,/uav_vision/detections_mapped,/patrol_control,uav_vision/TargetDetectionArray
subscribe,/uav_vision/detections_mapped,/target_memory,uav_vision/TargetDetectionArray
subscribe,/uav_vision/detections_refined,/target_map_projector,uav_vision/TargetDetectionArray
subscribe,/uav_vision/detections_resolved,/target_refiner,uav_vision/TargetDetectionArray
subscribe,/uav_vision/drop_offset,/patrol_control,uav_vision/DropOffset
subscribe,/uav_vision/drop_ready,/patrol_control,uav_vision/DropReady
subscribe,/uav_vision/release_evidence,/visual_delivery_audit,uav_vision/ReleaseEvidence
subscribe,/uav_vision/release_evidence_context,/navigation/planner_bridge,uav_vision/ReleaseEvidenceContext
subscribe,/uav_vision/release_evidence_context,/release_permission_arbiter,uav_vision/ReleaseEvidenceContext
subscribe,/uav_vision/release_evidence_context,/visual_delivery_audit,uav_vision/ReleaseEvidenceContext
subscribe,/uav_vision/selected_target,/drop_aligner,uav_vision/TargetCandidate
subscribe,/uav_vision/selected_target,/navigation_vcl06_assertion,uav_vision/TargetCandidate
subscribe,/uav_vision/selected_target,/visual_delivery_audit,uav_vision/TargetCandidate
subscribe,/uav_vision/targets,/drop_aligner,uav_vision/TargetCandidateArray
subscribe,/uav_vision/targets,/navigation/mission_manager,uav_vision/TargetCandidateArray
subscribe,/uav_vision/targets,/navigation/planner_bridge,uav_vision/TargetCandidateArray
